Currency,Cash (Sell),Cash (Buy),Transfer (Sell),Transfer (Buy),Date,Currency_cleaned
POUND£,106.9668,106.1668,106.7168,106.4168,02/16/2021,POUND£
SWISS₣,85.6806,85.1806,85.5306,85.3306,02/16/2021,SWISS₣
INDIAN Rs.,1.0661,1.0561,1.0631,1.0591,02/16/2021,INDIAN Rs.
PAKISTAN Rs.,0.4853,0.4773,0.4823,0.4803,02/16/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,02/16/2021,IRAN Toman
CNY¥,11.6863,11.2863,11.5863,11.3863,02/16/2021,CNY¥
UAE DIRHAM,21.0927,20.9927,21.0727,21.0127,02/16/2021,UAE DIRHAM
SAUDI RIYAL,20.6120,20.5120,20.5920,20.5320,02/16/2021,SAUDI RIYAL
USD$,77.3510,77.1510,77.3010,77.2010,02/17/2021,USD$
EURO€,93.5000,92.9000,93.3300,93.0700,02/17/2021,EURO€
POUND£,106.9842,106.1842,106.7342,106.4342,02/17/2021,POUND£
SWISS₣,85.9933,85.4933,85.8433,85.6433,02/17/2021,SWISS₣
INDIAN Rs.,1.0651,1.0551,1.0621,1.0581,02/17/2021,INDIAN Rs.
PAKISTAN Rs.,0.4853,0.4773,0.4823,0.4803,02/17/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,02/17/2021,IRAN Toman
CNY¥,11.7672,11.3672,11.6672,11.4672,02/17/2021,CNY¥
UAE DIRHAM,21.0952,20.9952,21.0752,21.0152,02/17/2021,UAE DIRHAM
SAUDI RIYAL,20.6233,20.5233,20.6033,20.5433,02/17/2021,SAUDI RIYAL
USD$,77.3350,77.1350,77.2850,77.1850,02/18/2021,USD$
EURO€,93.0522,92.4522,92.8822,92.6222,02/18/2021,EURO€
POUND£,106.8500,106.0500,106.6000,106.3000,02/18/2021,POUND£
SWISS₣,85.4217,84.9217,85.2717,85.0717,02/18/2021,SWISS₣
INDIAN Rs.,1.0651,1.0551,1.0621,1.0581,02/18/2021,INDIAN Rs.
PAKISTAN Rs.,0.4844,0.4764,0.4814,0.4794,02/18/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,02/18/2021,IRAN Toman
CNY¥,11.7958,11.3958,11.6958,11.4958,02/18/2021,CNY¥
UAE DIRHAM,21.0906,20.9906,21.0706,21.0106,02/18/2021,UAE DIRHAM
SAUDI RIYAL,20.6163,20.5163,20.5963,20.5363,02/18/2021,SAUDI RIYAL
USD$,77.3775,77.1775,77.3275,77.2275,02/20/2021,USD$
EURO€,93.1148,92.5148,92.9448,92.6848,02/20/2021,EURO€
POUND£,107.4664,106.6664,107.2164,106.9164,02/20/2021,POUND£
SWISS₣,85.6802,85.1802,85.5302,85.3302,02/20/2021,SWISS₣
INDIAN Rs.,1.0668,1.0568,1.0638,1.0598,02/20/2021,INDIAN Rs.
PAKISTAN Rs.,0.4860,0.4780,0.4830,0.4810,02/20/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,02/20/2021,IRAN Toman
CNY¥,11.7902,11.3902,11.6902,11.4902,02/20/2021,CNY¥
UAE DIRHAM,21.0945,20.9945,21.0745,21.0145,02/20/2021,UAE DIRHAM
SAUDI RIYAL,20.6248,20.5248,20.6048,20.5448,02/20/2021,SAUDI RIYAL
USD$,77.3250,77.1250,77.2750,77.1750,02/21/2021,USD$
EURO€,93.4938,92.8938,93.3238,93.0638,02/21/2021,EURO€
POUND£,107.8272,107.0272,107.5772,107.2772,02/21/2021,POUND£
SWISS₣,85.7728,85.2728,85.6228,85.4228,02/21/2021,SWISS₣
INDIAN Rs.,1.0674,1.0574,1.0644,1.0604,02/21/2021,INDIAN Rs.
PAKISTAN Rs.,0.4865,0.4785,0.4835,0.4815,02/21/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,02/21/2021,IRAN Toman
CNY¥,11.7607,11.3607,11.6607,11.4607,02/21/2021,CNY¥
UAE DIRHAM,21.0976,20.9976,21.0776,21.0176,02/21/2021,UAE DIRHAM
SAUDI RIYAL,20.6294,20.5294,20.6094,20.5494,02/21/2021,SAUDI RIYAL
USD$,77.3680,77.1680,77.3180,77.2180,02/22/2021,USD$
EURO€,93.6588,93.0588,93.4888,93.2288,02/22/2021,EURO€
POUND£,107.5227,106.7227,107.2727,106.9727,02/22/2021,POUND£
SWISS₣,85.4619,84.9619,85.3119,85.1119,02/22/2021,SWISS₣
INDIAN Rs.,1.0669,1.0569,1.0639,1.0599,02/22/2021,INDIAN Rs.
PAKISTAN Rs.,0.4877,0.4797,0.4847,0.4827,02/22/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0031,0.0036,0.0032,02/22/2021,IRAN Toman
CNY¥,11.8705,11.4705,11.7705,11.5705,02/22/2021,CNY¥
UAE DIRHAM,21.2133,21.1133,21.1933,21.1333,02/22/2021,UAE DIRHAM
SAUDI RIYAL,20.7128,20.6128,20.6928,20.6328,02/22/2021,SAUDI RIYAL
USD$,77.4209,77.2209,77.3709,77.2709,02/23/2021,USD$
EURO€,93.8637,93.2637,93.6937,93.4337,02/23/2021,EURO€
POUND£,107.6508,106.8508,107.4008,107.1008,02/23/2021,POUND£
SWISS₣,86.0405,85.5405,85.8905,85.6905,02/23/2021,SWISS₣
INDIAN Rs.,1.0651,1.0551,1.0621,1.0581,02/23/2021,INDIAN Rs.
PAKISTAN Rs.,0.4874,0.4794,0.4844,0.4824,02/23/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0031,0.0036,0.0032,02/23/2021,IRAN Toman
CNY¥,11.8771,11.4771,11.7771,11.5771,02/23/2021,CNY¥
UAE DIRHAM,21.1301,21.0301,21.1101,21.0501,02/23/2021,UAE DIRHAM
SAUDI RIYAL,20.7270,20.6270,20.7070,20.6470,02/23/2021,SAUDI RIYAL
USD$,77.4867,77.2867,77.4367,77.3367,02/24/2021,USD$
EURO€,93.9543,93.3543,93.7843,93.5243,02/24/2021,EURO€
POUND£,108.0535,107.2535,107.8035,107.5035,02/24/2021,POUND£
SWISS₣,85.3536,84.8536,85.2036,85.0036,02/24/2021,SWISS₣
INDIAN Rs.,1.0679,1.0579,1.0649,1.0609,02/24/2021,INDIAN Rs.
PAKISTAN Rs.,0.4871,0.4791,0.4841,0.4821,02/24/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0031,0.0036,0.0032,02/24/2021,IRAN Toman
CNY¥,11.9048,11.05048,11.8048,11.6048,02/24/2021,CNY¥
UAE DIRHAM,21.0721,20.9721,21.0521,20.9921,02/24/2021,UAE DIRHAM
SAUDI RIYAL,20.6656,20.5656,20.6456,20.5856,02/24/2021,SAUDI RIYAL
USD$,77.6055,77.4055,77.5555,77.4555,02/25/2021,USD$
EURO€,94.1162,93.5162,93.9462,93.6862,02/25/2021,EURO€
POUND£,107.7004,106.9004,107.4504,107.1504,02/25/2021,POUND£
SWISS₣,85.1875,84.6875,85.0375,84.8375,02/25/2021,SWISS₣
INDIAN Rs.,1.0679,1.0579,1.0649,1.0609,02/25/2021,INDIAN Rs.
PAKISTAN Rs.,0.4879,0.4799,0.4849,0.4829,02/25/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,02/25/2021,IRAN Toman
CNY¥,11.7215,11.3215,11.6215,11.4215,02/25/2021,CNY¥
UAE DIRHAM,21.1311,21.0311,21.1111,21.0511,02/25/2021,UAE DIRHAM
SAUDI RIYAL,20.6869,20.5869,20.6669,20.6069,02/25/2021,SAUDI RIYAL
USD$,77.6405,77.4405,77.5905,77.4905,02/27/2021,USD$
EURO€,93.9695,93.3695,93.7995,93.5395,02/27/2021,EURO€
POUND£,107.9228,107.1228,107.6728,107.3728,02/27/2021,POUND£
SWISS₣,84.9738,84.4738,84.8238,84.6238,02/27/2021,SWISS₣
INDIAN Rs.,1.0659,1.0559,1.0629,1.0589,02/27/2021,INDIAN Rs.
PAKISTAN Rs.,0.4880,0.4800,0.4850,0.4830,02/27/2021,PAKISTAN Rs.
IRAN Toman,0.0037,0.0031,0.0036,0.0032,02/27/2021,IRAN Toman
CNY¥,11.8963,11.4963,11.7963,11.5963,02/27/2021,CNY¥
UAE DIRHAM,21.1831,21.0831,21.1631,21.1031,02/27/2021,UAE DIRHAM
SAUDI RIYAL,20.6680,20.5680,20.6480,20.5880,02/27/2021,SAUDI RIYAL
USD$,77.5747,77.3747,77.5247,77.4247,02/28/2021,USD$
EURO€,93.7363,93.1363,93.5663,93.3063,02/28/2021,EURO€
POUND£,107.6019,106.8019,107.3519,107.0519,02/28/2021,POUND£
SWISS₣,84.6850,84.1850,84.5350,84.3350,02/28/2021,SWISS₣
INDIAN Rs.,1.0658,1.0558,1.0628,1.0588,02/28/2021,INDIAN Rs.
PAKISTAN Rs.,0.4884,0.4804,0.4854,0.4834,02/28/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,02/28/2021,IRAN Toman
CNY¥,11.8468,11.4468,11.7468,11.5468,02/28/2021,CNY¥
UAE DIRHAM,21.1511,21.0511,21.1311,21.0711,02/28/2021,UAE DIRHAM
SAUDI RIYAL,20.6666,20.5666,20.6466,20.5866,02/28/2021,SAUDI RIYAL
USD$,77.4791,77.2791,77.4291,77.3291,03/01/2021,USD$
EURO€,93.6985,93.0985,93.5285,93.2685,03/01/2021,EURO€
POUND£,107.7953,106.9953,107.5453,107.2453,03/01/2021,POUND£
SWISS₣,84.6319,84.1319,84.4819,84.2819,03/01/2021,SWISS₣
INDIAN Rs.,1.0675,1.0575,1.0645,1.0605,03/01/2021,INDIAN Rs.
PAKISTAN Rs.,0.4869,0.4789,0.4839,0.4819,03/01/2021,PAKISTAN Rs.
IRAN Toman,0.0036,0.0030,0.0035,0.0031,03/01/2021,IRAN Toman
CNY¥,11.8614,11.4614,11.7614,11.5614,03/01/2021,CNY¥
UAE DIRHAM,21.1762,21.0762,21.1562,21.0962,03/01/2021,UAE DIRHAM
SAUDI RIYAL,20.6792,20.5792,20.6592,20.5992,03/01/2021,SAUDI RIYAL
USD$,77.4991,77.2991,77.4491,77.3491,03/02/2021,USD$
EURO€,93.4777,92.8777,93.3077,93.0477,03/02/2021,EURO€
POUND£,106.0035,105.2035,105.7535,105.4535,03/02/2021,POUND£
SWISS₣,84.6038,84.1038,84.4538,84.2538,03/02/2021,SWISS₣
INDIAN Rs.,1.0660,1.0560,1.0630,1.0590,03/02/2021,INDIAN Rs.
PAKISTAN Rs.,0.4881,0.4801,0.4851,0.4831,03/02/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/02/2021,IRAN Toman
CNY¥,11.7399,11.3399,11.6399,11.4399,03/02/2021,CNY¥
UAE DIRHAM,21.2160,21.1160,21.1960,21.1360,03/02/2021,UAE DIRHAM
SAUDI RIYAL,20.6702,20.5702,20.6502,20.5902,03/02/2021,SAUDI RIYAL
USD$,77.4742,77.2742,77.4242,77.3242,03/03/2021,USD$
EURO€,93.5712,92.9712,93.4012,93.1412,03/03/2021,EURO€
POUND£,107.3522,106.5522,107.1022,106.8022,03/03/2021,POUND£
SWISS₣,84.2638,83.7638,84.1138,83.9138,03/03/2021,SWISS₣
INDIAN Rs.,1.0665,1.0565,1.0635,1.0595,03/03/2021,INDIAN Rs.
PAKISTAN Rs.,0.4889,0.4809,0.4859,0.4839,03/03/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/03/2021,IRAN Toman
CNY¥,11.8299,11.4299,11.7299,11.5299,03/03/2021,CNY¥
UAE DIRHAM,21.1328,21.0328,21.1128,21.0528,03/03/2021,UAE DIRHAM
SAUDI RIYAL,20.6755,20.5755,20.6555,20.5955,03/03/2021,SAUDI RIYAL
USD$,77.5100,77.3100,77.4600,77.3600,03/04/2021,USD$
EURO€,93.5563,92.9563,93.3863,93.1263,03/04/2021,EURO€
POUND£,107.7812,106.9812,107.5312,107.2312,03/04/2021,POUND£
SWISS₣,84.2064,83.7064,84.0564,83.8564,03/04/2021,SWISS₣
INDIAN Rs.,1.0678,1.0578,1.0648,1.0608,03/04/2021,INDIAN Rs.
PAKISTAN Rs.,0.4890,0.4810,0.4860,0.4840,03/04/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/04/2021,IRAN Toman
CNY¥,11.8975,11.4975,11.7975,11.5975,03/04/2021,CNY¥
UAE DIRHAM,21.1311,21.0311,21.1111,21.0511,03/04/2021,UAE DIRHAM
SAUDI RIYAL,20.6726,20.5726,20.6526,20.5926,03/04/2021,SAUDI RIYAL
USD$,77.5361,77.3361,77.4861,77.3861,03/06/2021,USD$
EURO€,93.1400,92.5400,92.9700,92.7100,03/06/2021,EURO€
POUND£,107.2511,106.4511,107.0011,106.7011,03/06/2021,POUND£
SWISS₣,83.8438,83.3438,83.6938,83.4938,03/06/2021,SWISS₣
INDIAN Rs.,1.0692,1.0592,1.0662,1.0622,03/06/2021,INDIAN Rs.
PAKISTAN Rs.,0.4890,0.4810,0.4860,0.4840,03/06/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/06/2021,IRAN Toman
CNY¥,11.8914,11.4914,11.7914,11.5914,03/06/2021,CNY¥
UAE DIRHAM,21.1423,21.0423,21.1223,21.0623,03/06/2021,UAE DIRHAM
SAUDI RIYAL,20.6731,20.5731,20.6531,20.5931,03/06/2021,SAUDI RIYAL
USD$,77.6185,77.4185,77.5685,77.4685,03/07/2021,USD$
EURO€,92.8378,92.2378,92.6678,92.4078,03/07/2021,EURO€
POUND£,107.0452,106.2452,106.7952,106.4952,03/07/2021,POUND£
SWISS₣,83.0881,82.5881,82.9381,82.7381,03/07/2021,SWISS₣
INDIAN Rs.,1.0690,1.0590,1.0660,1.0620,03/07/2021,INDIAN Rs.
PAKISTAN Rs.,0.4896,0.4816,0.4866,0.4846,03/07/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/07/2021,IRAN Toman
CNY¥,11.7722,11.3722,11.6722,11.4722,03/07/2021,CNY¥
UAE DIRHAM,21.1461,21.0461,21.1261,21.0661,03/07/2021,UAE DIRHAM
SAUDI RIYAL,20.6761,20.5761,20.6561,20.5961,03/07/2021,SAUDI RIYAL
USD$,77.6438,77.4438,77.5938,77.4938,03/08/2021,USD$
EURO€,92.8400,92.2400,92.6700,92.4100,03/08/2021,EURO€
POUND£,106.9762,106.1762,106.7262,106.4262,03/08/2021,POUND£
SWISS₣,82.9550,82.4550,82.8050,82.6050,03/08/2021,SWISS₣
INDIAN Rs.,1.0670,1.0570,1.0640,1.0600,03/08/2021,INDIAN Rs.
PAKISTAN Rs.,0.4895,0.4815,0.4865,0.4845,03/08/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/08/2021,IRAN Toman
CNY¥,11.8567,11.4567,11.7567,11.5567,03/08/2021,CNY¥
UAE DIRHAM,21.1548,21.0548,21.1348,21.0748,03/08/2021,UAE DIRHAM
SAUDI RIYAL,20.6601,20.5601,20.6401,20.5801,03/08/2021,SAUDI RIYAL
USD$,77.7232,77.5232,77.6732,77.5732,03/09/2021,USD$
EURO€,92.7380,92.1380,92.5680,92.3080,03/09/2021,EURO€
POUND£,107.2269,106.4269,106.9769,106.6769,03/09/2021,POUND£
SWISS₣,82.8774,82.3774,82.7274,82.5274,03/09/2021,SWISS₣
INDIAN Rs.,1.0703,1.0603,1.0673,1.0633,03/09/2021,INDIAN Rs.
PAKISTAN Rs.,0.4913,0.4833,0.4883,0.4863,03/09/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/09/2021,IRAN Toman
CNY¥,11.6613,11.2613,11.5613,11.3613,03/09/2021,CNY¥
UAE DIRHAM,21.1592,21.0592,21.1392,21.0792,03/09/2021,UAE DIRHAM
SAUDI RIYAL,20.6771,20.5771,20.6571,20.5971,03/09/2021,SAUDI RIYAL
USD$,77.7839,77.5839,77.7339,77.6339,03/10/2021,USD$
EURO€,92.8079,92.2079,92.6379,92.3779,03/10/2021,EURO€
POUND£,107.3225,106.5225,107.0725,106.7725,03/10/2021,POUND£
SWISS₣,82.8963,82.3963,82.7463,82.5463,03/10/2021,SWISS₣
INDIAN Rs.,1.0718,1.0618,1.0688,1.0648,03/10/2021,INDIAN Rs.
PAKISTAN Rs.,0.4927,0.4847,0.4897,0.4877,03/10/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/10/2021,IRAN Toman
CNY¥,11.9855,11.5855,11.8855,11.6855,03/10/2021,CNY¥
UAE DIRHAM,21.1935,21.0935,21.1735,21.1135,03/10/2021,UAE DIRHAM
SAUDI RIYAL,20.6969,20.5969,20.6769,20.6169,03/10/2021,SAUDI RIYAL
USD$,77.7960,77.5960,77.7460,77.6460,03/11/2021,USD$
EURO€,92.7602,92.1602,92.5902,92.3302,03/11/2021,EURO€
POUND£,107.4703,106.6703,107.2203,106.9203,03/11/2021,POUND£
SWISS₣,83.4474,82.9474,83.2974,83.0974,03/11/2021,SWISS₣
INDIAN Rs.,1.0734,1.0634,1.0704,1.0664,03/11/2021,INDIAN Rs.
PAKISTAN Rs.,0.4926,0.4846,0.4896,0.4876,03/11/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/11/2021,IRAN Toman
CNY¥,12.1896,11.7896,12.0896,11.8896,03/11/2021,CNY¥
UAE DIRHAM,21.2100,21.1100,21.1900,21.1300,03/11/2021,UAE DIRHAM
SAUDI RIYAL,20.6824,20.5824,20.6624,20.6024,03/11/2021,SAUDI RIYAL
USD$,77.7000,77.5000,77.6500,77.5500,03/13/2021,USD$
EURO€,92.9556,92.3556,92.7856,92.5256,03/13/2021,EURO€
POUND£,107.2028,106.4028,106.9528,106.6528,03/13/2021,POUND£
SWISS₣,83.9263,83.4263,83.7763,83.5763,03/13/2021,SWISS₣
INDIAN Rs.,1.0721,1.0621,1.0691,1.0651,03/13/2021,INDIAN Rs.
PAKISTAN Rs.,0.4925,0.4845,0.4895,0.4875,03/13/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/13/2021,IRAN Toman
CNY¥,12.2669,11.8669,12.1669,11.9669,03/13/2021,CNY¥
UAE DIRHAM,21.1999,21.0999,21.1799,21.1199,03/13/2021,UAE DIRHAM
SAUDI RIYAL,20.7079,20.6079,20.6879,20.6279,03/13/2021,SAUDI RIYAL
USD$,77.6217,77.4217,77.5717,77.4717,03/14/2021,USD$
EURO€,92.8379,92.2379,92.6679,92.4079,03/14/2021,EURO€
POUND£,107.2997,106.4997,107.0497,106.7497,03/14/2021,POUND£
SWISS₣,82.7461,82.2461,82.5961,82.3961,03/14/2021,SWISS₣
INDIAN Rs.,1.0708,1.0608,1.0678,1.0638,03/14/2021,INDIAN Rs.
PAKISTAN Rs.,0.4907,0.4827,0.4877,0.4857,03/14/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/14/2021,IRAN Toman
CNY¥,11.8262,11.4262,11.7262,11.5262,03/14/2021,CNY¥
UAE DIRHAM,21.1964,21.0964,21.1764,21.1164,03/14/2021,UAE DIRHAM
SAUDI RIYAL,20.6722,20.5722,20.6522,20.5922,03/14/2021,SAUDI RIYAL
USD$,77.5088,77.3088,77.4588,77.3588,03/15/2021,USD$
EURO€,92.7553,92.1553,92.5853,92.3253,03/15/2021,EURO€
POUND£,107.4629,106.6629,107.2129,106.9129,03/15/2021,POUND£
SWISS₣,82.5628,82.0628,82.4128,82.2128,03/15/2021,SWISS₣
INDIAN Rs.,1.0724,1.0624,1.0694,1.0654,03/15/2021,INDIAN Rs.
PAKISTAN Rs.,0.4918,0.4838,0.4888,0.4868,03/15/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/15/2021,IRAN Toman
CNY¥,11.9367,11.5367,11.8367,11.6367,03/15/2021,CNY¥
UAE DIRHAM,21.0955,20.9955,21.0755,21.0155,03/15/2021,UAE DIRHAM
SAUDI RIYAL,20.6823,20.5823,20.6623,20.6023,03/15/2021,SAUDI RIYAL
USD$,77.4323,77.2323,77.3823,77.2823,03/16/2021,USD$
EURO€,92.6012,92.0012,92.4312,92.1712,03/16/2021,EURO€
POUND£,106.9530,106.1530,106.7030,106.4030,03/16/2021,POUND£
SWISS₣,82.6373,82.1373,82.4873,82.2873,03/16/2021,SWISS₣
INDIAN Rs.,1.0702,1.0602,1.0672,1.0632,03/16/2021,INDIAN Rs.
PAKISTAN Rs.,0.4914,0.4834,0.4884,0.4864,03/16/2021,PAKISTAN Rs.
IRAN Toman,0.0033,0.0027,0.0032,0.0028,03/16/2021,IRAN Toman
CNY¥,11.8450,11.4450,11.7450,11.5450,03/16/2021,CNY¥
UAE DIRHAM,21.0936,20.9936,21.0736,21.0136,03/16/2021,UAE DIRHAM
SAUDI RIYAL,20.6614,20.5614,20.6414,20.5814,03/16/2021,SAUDI RIYAL
USD$,77.3039,77.1039,77.2539,77.1539,03/17/2021,USD$
EURO€,92.7224,92.1224,92.5524,92.2924,03/17/2021,EURO€
POUND£,106.8259,106.0259,106.5759,106.2759,03/17/2021,POUND£
SWISS₣,82.7153,82.2153,82.5653,82.3653,03/17/2021,SWISS₣
INDIAN Rs.,1.0672,1.0572,1.0642,1.0602,03/17/2021,INDIAN Rs.
PAKISTAN Rs.,0.4911,0.4831,0.4881,0.4861,03/17/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/17/2021,IRAN Toman
CNY¥,11.9763,11.5763,11.8763,11.6763,03/17/2021,CNY¥
UAE DIRHAM,21.1937,21.0937,21.1737,21.1137,03/17/2021,UAE DIRHAM
SAUDI RIYAL,20.6374,20.5374,20.6174,20.5574,03/17/2021,SAUDI RIYAL
USD$,77.3150,77.1150,77.2650,77.1650,03/18/2021,USD$
EURO€,92.6267,92.0267,92.4567,92.1967,03/18/2021,EURO€
POUND£,107.0352,106.2352,106.7852,106.4852,03/18/2021,POUND£
SWISS₣,82.7859,82.2859,82.6359,82.4359,03/18/2021,SWISS₣
INDIAN Rs.,1.0694,1.0594,1.0664,1.0624,03/18/2021,INDIAN Rs.
PAKISTAN Rs.,0.4946,0.4866,0.4916,0.4896,03/18/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/18/2021,IRAN Toman
CNY¥,11.9106,11.5106,11.8106,11.6106,03/18/2021,CNY¥
UAE DIRHAM,21.1456,21.0456,21.1256,21.0656,03/18/2021,UAE DIRHAM
SAUDI RIYAL,20.6070,20.5070,20.5870,20.5270,03/18/2021,SAUDI RIYAL
USD$,77.2925,77.0925,77.2425,77.1425,03/20/2021,USD$
EURO€,92.2807,91.6807,92.1107,91.8507,03/20/2021,EURO€
POUND£,107.0335,106.2335,106.7835,106.4835,03/20/2021,POUND£
SWISS₣,82.8478,82.3478,82.6978,82.4978,03/20/2021,SWISS₣
INDIAN Rs.,1.0697,1.0597,1.0667,1.0627,03/20/2021,INDIAN Rs.
PAKISTAN Rs.,0.4937,0.4857,0.4907,0.4887,03/20/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/20/2021,IRAN Toman
CNY¥,11.8555,11.4555,11.7555,11.5555,03/20/2021,CNY¥
UAE DIRHAM,21.1233,21.0233,21.1033,21.0433,03/20/2021,UAE DIRHAM
SAUDI RIYAL,20.5732,20.4732,20.5532,20.4932,03/20/2021,SAUDI RIYAL
USD$,77.2956,77.0956,77.2456,77.1456,03/23/2021,USD$
EURO€,92.2508,91.6508,92.0808,91.8208,03/23/2021,EURO€
POUND£,107.0273,106.2273,106.7773,106.4773,03/23/2021,POUND£
SWISS₣,82.8243,82.3243,82.6743,82.4743,03/23/2021,SWISS₣
INDIAN Rs.,1.0689,1.0589,1.0659,1.0619,03/23/2021,INDIAN Rs.
PAKISTAN Rs.,0.4927,0.4847,0.4897,0.4877,03/23/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/23/2021,IRAN Toman
CNY¥,11.9602,11.5602,11.8602,11.6602,03/23/2021,CNY¥
UAE DIRHAM,21.0997,20.9997,21.0797,21.0197,03/23/2021,UAE DIRHAM
SAUDI RIYAL,20.5871,20.4871,20.5671,20.5071,03/23/2021,SAUDI RIYAL
USD$,77.3618,77.1618,77.3118,77.2118,03/24/2021,USD$
EURO€,92.2024,91.6024,92.0324,91.7724,03/24/2021,EURO€
POUND£,106.8112,106.0112,106.5612,106.2612,03/24/2021,POUND£
SWISS₣,82.4486,81.9486,82.2986,82.0986,03/24/2021,SWISS₣
INDIAN Rs.,1.0703,1.0603,1.0673,1.0633,03/24/2021,INDIAN Rs.
PAKISTAN Rs.,0.4935,0.4855,0.4905,0.4885,03/24/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/24/2021,IRAN Toman
CNY¥,11.8813,11.4813,11.7813,11.5813,03/24/2021,CNY¥
UAE DIRHAM,21.0963,20.9963,21.0763,21.0163,03/24/2021,UAE DIRHAM
SAUDI RIYAL,20.6583,20.5583,20.6383,20.5783,03/24/2021,SAUDI RIYAL
USD$,77.3545,77.1545,77.3045,77.2045,03/25/2021,USD$
EURO€,92.0608,91.4608,91.8908,91.6308,03/25/2021,EURO€
POUND£,106.5785,105.7785,106.3285,106.0285,03/25/2021,POUND£
SWISS₣,82.8247,82.3247,82.6747,82.4747,03/25/2021,SWISS₣
INDIAN Rs.,1.0726,1.0626,1.0696,1.0656,03/25/2021,INDIAN Rs.
PAKISTAN Rs.,0.4947,0.4867,0.4917,0.4897,03/25/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/25/2021,IRAN Toman
CNY¥,11.9691,11.5691,11.8691,11.6691,03/25/2021,CNY¥
UAE DIRHAM,21.1222,21.0222,21.1022,21.0422,03/25/2021,UAE DIRHAM
SAUDI RIYAL,20.6869,20.5869,20.6669,20.6069,03/25/2021,SAUDI RIYAL
USD$,77.3814,77.1814,77.3314,77.2314,03/27/2021,USD$
EURO€,91.6028,91.0028,91.4328,91.1728,03/27/2021,EURO€
POUND£,106.3947,105.5947,106.1447,105.8447,03/27/2021,POUND£
SWISS₣,82.0002,81.5002,81.8502,81.6502,03/27/2021,SWISS₣
INDIAN Rs.,1.0695,1.0595,1.0665,1.0625,03/27/2021,INDIAN Rs.
PAKISTAN Rs.,0.4956,0.4876,0.4926,0.4906,03/27/2021,PAKISTAN Rs.
IRAN Toman,0.0035,0.0029,0.0034,0.0030,03/27/2021,IRAN Toman
CNY¥,11.8453,11.4453,11.7453,11.5453,03/27/2021,CNY¥
UAE DIRHAM,21.1423,21.0423,21.1223,21.0623,03/27/2021,UAE DIRHAM
SAUDI RIYAL,20.6086,20.5086,20.5886,20.5286,03/27/2021,SAUDI RIYAL
USD$,77.4143,77.2143,77.3643,77.2643,03/28/2021,USD$
EURO€,91.6143,91.0143,91.4443,91.1843,03/28/2021,EURO€
POUND£,106.3193,105.5193,106.0693,105.7693,03/28/2021,POUND£
SWISS₣,82.0150,81.5150,81.8650,81.6650,03/28/2021,SWISS₣
INDIAN Rs.,1.0717,1.0617,1.0687,1.0647,03/28/2021,INDIAN Rs.
PAKISTAN Rs.,0.4963,0.4883,0.4933,0.4913,03/28/2021,PAKISTAN Rs.
IRAN Toman,0.0034,0.0028,0.0033,0.0029,03/28/2021,IRAN Toman
CNY¥,11.8125,11.4125,11.7125,11.5125,03/28/2021,CNY¥
UAE DIRHAM,21.1458,21.0458,21.1258,21.0658,03/28/2021,UAE DIRHAM
